USID,ndr,n3r,n5r,ndv
225960,-0.09059233449477355,-0.04214559386973171,-0.019157088122605304,2830600.0
225970,-0.1084745762711865,0.11406844106463887,0.08365019011406849,411700.0
225986,0.0,0.0,0.0,0.0
226011,0.029023692399805068,0.1820512307692308,0.12051282051282053,501100.0
226023,-0.05429864253393668,0.07655502392344515,0.09569377990430628,3900.0
226030,-0.07494145199063218,0.040506329113924044,0.017721518987341645,5403300.0
226040,0.002614379084967311,-0.08735332464146017,-0.06779661016949146,6000.0
226047,-0.020000028571428574,0.07376102255863048,0.2551020482537041,201000.0
226067,-0.021739130434782594,-0.005555555555555536,-0.02833333333333332,28800.0
226086,-0.03846153846153855,0.0,-0.04800000000000004,766800.0
226088,-0.013986013986013845,0.06146572104018899,-0.007092198581560294,5919500.0
226091,0.016666666666666607,-0.016393442622950727,0.0,87200.0
226124,0.014705882352941346,-0.1594202898550725,-0.18840579710144933,10000.0
226160,0.021739130434782705,-0.042553191489361764,-0.08510638297872353,133000.0
226164,-0.20138888888888895,-0.19999999999999996,-0.2956521739130433,2057800.0
226194,-0.02506963788300831,0.3085714285714285,0.1657142857142857,1138900.0
226253,0.023255813953488413,-0.011363636363636576,0.05454545454545445,4000.0
226275,-0.08771929824561397,0.05889423076923084,0.05048076923076916,2538000.0
226338,-0.05918997253520075,0.052980132450331174,0.0,1457700.0
226360,0.007751937984496138,0.0,-0.07692307692307698,76400.0
226422,0.22994652406417115,0.04492753623188395,0.018840579710144967,885300.0
226442,-0.009345794392523366,0.2264150943396226,0.07547169811320731,1647000.0
226459,0.06561264822134394,-0.08382789317507422,-0.06750741839762608,2634200.0
226478,-0.01179327089836979,0.02211305721305723,0.03088806598806615,1052300.0
226533,0.20938144119646496,0.012647469778107379,-0.17594158651255842,95600.0
226541,-0.0724637681159419,-0.015625,-0.10937500000000011,118700.0
226552,-0.0535714285714286,0.037735849056603765,0.061320754716981174,2430500.0
226607,-0.031963470319634646,-0.014150943396226578,0.03301886792452824,770700.0
226612,0.012494466755912592,-0.02291762790138263,-0.023799073433271478,5648700.0
226654,-0.17682926829268286,-0.30740740740740746,-0.2925925925925926,27030400.0
226681,-0.003920320028738433,0.008527386028206019,-0.002951787471302092,70100.0
226698,0.014423076923076872,0.02843601895734582,0.04739336492891,277000.0
226735,-0.042553191489361764,0.0,-0.08888888888888902,74600.0
226764,-0.01388888888888895,0.04929577464788748,0.014084507042253502,235000.0
226783,-0.003908955362791455,-0.022475953532788084,0.017481233768061433,327600.0
226797,-0.09970238095238093,0.03305785123966953,0.12561983471074378,146700.0
226830,-0.08333333333333326,0.07457386363636376,0.02627840909090895,3538200.0
226858,0.3168316831683169,0.11278195488721798,0.24060150375939826,400200.0
226868,-0.03358208955223896,0.015444015444015413,0.01930501930501949,91600.0
226874,-0.12751677852348986,-0.007692307692307665,0.0,6527200.0
226917,-0.16771970132107983,0.30848854382332647,0.2422360248447204,4100.0
226933,0.015503875968992276,-0.03053435114503822,-0.007633587786259555,337600.0
226976,-0.005633802816901401,0.11331444759206799,0.09985835694051004,470200.0
226986,0.007792207792207684,0.05670103092783507,-0.0077319587628864594,566700.0
227005,-0.05674185825148603,-0.027166882276843607,-0.0485122897800776,1317700.0
227011,0.02682563338301036,-0.03918722786647311,-0.0036284470246733536,550300.0
227022,-0.07815631262525058,0.07173913043478253,0.10217391304347845,339100.0
227072,0.023809523809523725,0.0,0.027906976744185963,128400.0
227096,-0.026974989326590038,-0.09702974257425745,-0.13861386138613863,429700.0
227110,0.0,-0.06329113924050633,0.0,1582100.0
227135,-0.00694444444444442,-0.027972027972028024,-0.11188811188811187,181900.0
227158,0.0,-0.40476190476190477,-0.45238095238095244,84700.0
227185,0.011679699666296006,0.0,0.014843209739240582,2662500.0
227194,-0.03673469387755113,-0.0805084745762712,-0.13559322033898302,2164500.0
